track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,lyrics
lovely - Bonus Track,"Billie Eilish, Khalid",2,2017,8,11,15032,30,2355719893,221,96,"1,078",2,136,115,E,Minor,35,12,30,93,0,10,3,
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2,2023,6,21,871,32,66902503,25,59,32,5,88,128,B,Major,78,59,65,10,0,26,5,"Llevo varias noches pisteÃ¡ndome el dolor RogÃ¡ndole a Dios que me devuelva tu amor DeberÃ­as desbloquear mis llamadas Que quiero hablarte Solo dame un minuto pa' explicarte Que la reguÃ©, me equivoquÃ© PerdÃ³name, no lo vuelvo a hacer Porque tengo varias noches sin dormir Mi cama se quedÃ³ con el olor a ti Yo te extraÃ±o, te extraÃ±o Y no haces nada, tanto que yo hice por ti Y es que tengo varias noches sin dormir Mi cama se quedÃ³ con el olor a ti Yo te extraÃ±o, te extraÃ±o Y si me extraÃ±as, por favor, dime que sÃ­ Di que sÃ­ Por fa', di que sÃ­ Por fa', di que sÃ­ Por fa', di que sÃ­ Que la reguÃ©, me equivoquÃ© PerdÃ³name, no lo vuelvo a hacer Porque tengo varias noches sin dormir Mi cama se quedÃ³ con el olor a ti Yo te extraÃ±o, te extraÃ±o Y no haces nada, tanto que yo hice por ti Y es que tengo varias noches sin dormir Mi cama se quedÃ³ con el olor a ti Yo te extraÃ±o, te extraÃ±o Y si me extraÃ±as, por favor, dime que sÃ­ Di que sÃ­ Por fa', di que sÃ­ Por fa', di que sÃ­ Por fa', di que sÃ­"
Queencard,(G)I-DLE,1,2023,5,15,451,33,96273746,10,126,7,0,148,130,E,Minor,82,69,83,3,0,27,5,
OMG,NewJeans,1,2023,1,2,1783,27,430977451,26,124,15,1,22,127,A,Minor,80,74,77,36,0,11,4,"[Romanized:] I noraeneun it's about you baby Only you You you you You you you you Naega himdeul ttae Ul geot gateul ttae Giundo ijen Naji aneul ttae It's you nal geokjeonghane It's you nal utgehane Mal an haedo dwae Boy what do you say (They keep on asking me, ""who is he?"") Meollideun eonjedeunji dallyeowa (They keep on asking me, ""who is he?"") Bappeun cheokdo eopshi neon natana (They keep on asking me, ""who is he?"") Ige mari dweni nan mureobwa (They keep on asking me, ""who is he?"") Neoneun marya He's the one that's living in my system baby Oh my oh my God Yesanghaesseo na I was really hoping That he will come through Oh my oh my God Dan neoppuniya Asking all the time about what I should do No I can never let him go Neoman saenggangna 24 Nan haengunaya jeongmallo I know, I know Neol algi jeonkkajineun na Uimi eopseosseo jeonbu da Nae mami kkeuchi eomneun geol I know, I know I'm going crazy right? Eodiseodeun Myeot beonideun There ain't nothing else that I would hold on to I hear his voice Through all the noise Jamshirado nae son nochi ma no, no Geokjeong eopjana 'Cause I got someone Honjarado gwaenchana 'Cause I love someone (They keep on asking me, ""who is he?"") Meollideun eonjedeunji dallyeowa (They keep on asking me, ""who is he?"") Bappeun cheokdo eopshi neon natana (They keep on asking me, ""who is he?"") Ige mari dweni nan mureobwa (They keep on asking me, ""who is he?"") Neoneun marya He's the one that's living in my system baby Oh my oh my God Yesanghaesseo na I was really hoping That he will come through Oh my oh my God Dan neoppuniya Asking all the time about what I should do No I can never let him go Neoman saenggangna 24 Nan haengunaya jeongmallo I know, I know Neol algi jeonkkajineun na Uimi eopseosseo jeonbu da Nae mami kkeuchi eomneun geol I know, I know (He's the one that's living in my system baby) (I'm going crazy right? baby) (I'm going crazy right? baby) Neowa na My heart is glowing It's glowing up Neorangman isseumyeon museoul ge eopseo Gadeuk meweojin, da meweojin (bulkeojin) My heart is glowing, it'd be glowing 'Cause he Oh my oh my God Yesanghaesseo na I was really hoping That he will come through Oh my oh my God Dan neoppuniya Asking all the time about what I should do No I can never let him go He's right there for me 24 Nan haengunaya jeongmallo I know, I know Neol algi jeonkkajineun na Uimi eopseosseo jeonbu da Eotteokhae My heart is glowing, it's glowing My heart is glowing up So I can't sleep at night [Korean:] ì´ ë…¸ëž˜ëŠ” it's about you baby Only you You you you You you you you ë‚´ê°€ íž˜ë“¤ ë•Œ ìš¸ ê²ƒ ê°™ì„ ë•Œ ê¸°ìš´ë„ ì´ì   ë‚˜ì§€ ì•Šì„ ë•Œ It's you ë‚  ê±±ì •í•˜ë„¤ It's you ë‚  ì›ƒê²Œí•˜ë„¤ ë§ ì•ˆ í•´ë„ ë¼ Boy what do you say (They keep on asking me, ""who is he?"") ë©€ë¦¬ë“  ì–¸ì œë“ ì§€ ë‹¬ë ¤ì™€ (They keep on asking me, ""who is he?"") ë°”ìœ ì²™ë„ ì—†ì´ ë„Œ ë‚˜íƒ€ë‚˜ (They keep on asking me, ""who is he?"") ì´ê²Œ ë§ì´ ë˜ë‹ˆ ë‚œ ë¬¼ì–´ë´ (They keep on asking me, ""who is he?"") ë„ˆëŠ” ë§ì•¼ He's the one that's living in my system baby Oh my oh my God ì˜ˆìƒí–ˆì–´ ë‚˜ I was really hoping That he will come through Oh my oh my God ë‹¨ ë„ˆë¿ì´ì•¼ Asking all the time about what I should do No I can never let him go ë„ˆë§Œ ìƒê°ë‚˜ 24 ë‚œ í–‰ìš´ì•„ì•¼ ì •ë§ë¡œ I know, I know ë„ ì•Œê¸° ì „ê¹Œì§€ëŠ” ë‚˜ ì˜ë¯¸ ì—†ì—ˆì–´ ì „ë¶€ ë‹¤ ë‚´ ë§˜ì´ ëì´ ì—†ëŠ” ê±¸ I know, I know I'm going crazy right? ì–´ë””ì„œë“  ëª‡ ë²ˆì´ë“  There ain't nothing else that I would hold on to I hear his voice Through all the noise ìž ì‹œë¼ë„ ë‚´ ì† ë†“ì§€ ë§ˆ no, no ê±±ì • ì—†ìž–ì•„ 'Cause I got someone í˜¼ìžë¼ë„ ê´œì°®ì•„ 'Cause I love someone (They keep on asking me, ""who is he?"") ë©€ë¦¬ë“  ì–¸ì œë“ ì§€ ë‹¬ë ¤ì™€ (They keep on asking me, ""who is he?"") ë°”ìœ ì²™ë„ ì—†ì´ ë„Œ ë‚˜íƒ€ë‚˜ (They keep on asking me, ""who is he?"") ì´ê²Œ ë§ì´ ë˜ë‹ˆ ë‚œ ë¬¼ì–´ë´ (They keep on asking me, ""who is he?"") ë„ˆëŠ” ë§ì•¼ He's the one that's living in my system baby Oh my oh my God ì˜ˆìƒí–ˆì–´ ë‚˜ I was really hoping That he will come through Oh my oh my God ë‹¨ ë„ˆë¿ì´ì•¼ Asking all the time about what I should do No I can never let him go ë„ˆë§Œ ìƒê°ë‚˜ 24 ë‚œ í–‰ìš´ì•„ì•¼ ì •ë§ë¡œ I know, I know ë„ ì•Œê¸° ì „ê¹Œì§€ëŠ” ë‚˜ ì˜ë¯¸ ì—†ì—ˆì–´ ì „ë¶€ ë‹¤ ë‚´ ë§˜ì´ ëì´ ì—†ëŠ” ê±¸ I know, I know (He's the one that's living in my system baby) (I'm going crazy right? baby) (I'm going crazy right? baby) ë„ˆì™€ ë‚˜ My heart is glowing It's glowing up ë„ˆëž‘ë§Œ ìžˆìœ¼ë©´ ë¬´ì„œìš¸ ê²Œ ì—†ì–´ ê°€ë“ ë©”ì›Œì§„, ë‹¤ ë©”ì›Œì§„ (ë¶‰ì–´ì§„) My heart is glowing, it'd be glowing 'Cause he Oh my oh my God ì˜ˆìƒí–ˆì–´ ë‚˜ I was really hoping That he will come through Oh my oh my God ë‹¨ ë„ˆë¿ì´ì•¼ Asking all the time about what I should do No I can never let him go He's right there for me 24 ë‚œ í–‰ìš´ì•„ì•¼ ì •ë§ë¡œ I know, I know ë„ ì•Œê¸° ì „ê¹Œì§€ëŠ” ë‚˜ ì˜ë¯¸ ì—†ì—ˆì–´ ì „ë¶€ ë‹¤ ì–´ë–¡í•´ My heart is glowing, it's glowing My heart is glowing up So I can't sleep at night [English translation:] This song it's about you baby Only you You you you You you you you When I'm down Feel like I'm crying When I can't even Pretend to be okay It's you, you worry about me It's you, you make me laugh No need to say Boy what do you say (They keep on asking me, ""who is he?"") You're only one call away (They keep on asking me, ""who is he?"") You show up with no hesitation (They keep on asking me, ""who is he?"") Can this be real? (They keep on asking me, ""who is he?"") You really are He's the one that's living in my system baby Oh my oh my God I knew this would happen I was really hoping That he will come through Oh my oh my God It's only you Asking all the time about what I should do No I can never let him go I only think of you 24 I'm a lucky girl I know, I know Before I met you Everything was pointless My feeling is boundless I know, I know I'm going crazy right? Wherever Whenever There ain't nothing else that I would hold on to I hear his voice Through all the noise Don't let go of my hand for one second no, no Got no worries 'Cause I got someone It's okay to be alone 'Cause I love someone (They keep on asking me, ""who is he?"") You're only one call away (They keep on asking me, ""who is he?"") You show up with no hesitation (They keep on asking me, ""who is he?"") Can this be real? (They keep on asking me, ""who is he?"") You really are He's the one that's living in my system baby Oh my oh my God I knew this would happen I was really hoping That he will come through Oh my oh my God It's only you Asking all the time about what I should do No I can never let him go I only think of you 24 I really am a lucky girl I know, I know Before I met you Everything was pointless My feeling is boundless I know, I know (He's the one that's living in my system baby) (I'm going crazy right? baby) (I'm going crazy right? baby) You and me My heart is glowing It's glowing up With you, nothing can scare me All filled up, all filled up (all red now) My heart is glowing, it'd be glowing 'Cause he Oh my oh my God I knew this would happen I was really hoping That he will come through Oh my oh my God It's only you Asking all the time about what I should do No I can never let him go He's right there for me 24 I really am a lucky girl, I know, I know Before I met you Everything was pointless What should I do My heart is glowing, it's glowing My heart is glowing So I can't sleep at night"
Radio,Lana Del Rey,1,2011,1,1,9389,46,284819874,24,122,282,3,368,150,D,Major,42,20,86,21,0,9,9,
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",2,2023,1,11,5724,44,721975598,119,108,254,29,22,122,D,Minor,78,50,63,27,0,9,5,
505,Arctic Monkeys,1,2007,4,20,13985,25,1217120710,30,80,588,1,1,140,,Major,52,20,85,0,0,7,5,"I'm going back to 505 If it's a 7 hour flight or a 45 minute drive In my imagination you're waiting lying on your side With your hands between your thighs Stop and wait a sec Oh when you look at me like that my darling What did you expect I probably still adore you with your hands around my neck Or I did last time I checked Not shy of a spark A knife twists at the thought that I should fall short of the mark Frightened by the bite though its no harsher than the bark Middle of adventure, such a perfect place to start I'm going back to 505 If it's a 7 hour flight or a 45 minute drive In my imagination you're waiting lying on your side With your hands between your thighs But I crumble completely when you cry It seems like once again you've had to greet me with goodbye I'm always just about to go and spoil a surprise Take my hands off of your eyes too soon I'm going back to 505 If it's a 7 hour flight or a 45 minute drive In my imagination you're waiting lying on your side With your hands between your thighs ...and a smile"
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",4,2023,6,2,1051,16,109276132,31,37,31,0,189,140,,Major,63,22,54,46,0,12,8,
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,2022,12,2,1682,46,276259178,24,90,30,1,176,119,C#,Minor,75,48,53,18,0,18,34,"[Karlae:] Touch me, tease me, touch me, tease me (Yo, bitch, I'm the big Balenciaga mama) Touch me, tease me, touch me, tease me (Been bringin' the drama, big don dada, you can't even name a bitch hotter than this) Queen shit, bring him down to his knee shit You know what the fuck I'm talking 'bout, lil' bitch Pimps down, hoes up, you feel me? (It's that Trappin N London for sure) Hunnid racks, big bag, fat ass I'ma pop my shit, you know I'ma pop my shit He say, ""Damn, baby, you done got some ass on you"" He love how I make it dance, put 'em in a trance like this Good frame on me, can't get close 'less you comin' with a check, spend your bag on this Need the Cartier shades with the Rollie iced out And I need it right now, need baguetties on my wrist [Yung Bleu:] When she saw the diamonds, went in cardiac arrest (Ooh, ooh, ooh) Tried to slide on a nigga and I heard he got caught up with the rest (Grrah, ooh, ooh, ooh) She a bad bitch, gotta get the best Fuckin' on the cloud, got her pilotin' the jet (Skrrt) Balenciaga mama in the 'Vette (Skrrt) Tryna slide on a nigga And I heard she got caught up with the rest [Karlae:] New shoes, I done Jimmy-ed my Choos You can't walk like this, you can't even talk like this I'ma boss-ass bitch, let a bitch throw dirt on my name I'ma get the bitch rocked like Chris Can't stop my drip, I've been flexin' on my opps like this I'ma put it on, no off switch Put this shit on every day I got these hoes drownin' tryna ride the wave, yeah You won't get a Cinderella You better be comin' with purses and chains He got him a new addition And you knowin' Karlae be the one to blame, shame These bitches thought that they was in my lane Think they compare, these hoes must be insane He say he want a bitch with perfect shape Well, baby, no need to look the other way [Karlae:] Hunnid racks, big bag, fat ass I'ma pop my shit, you know I'ma pop my shit He say, ""Damn, baby, you done got some ass on you"" He love how I make it dance, put 'em in a trance like this Good frame on me, can't get close 'less you comin' With a check, spend your bag on this Need the Cartier shades with the Rollie iced out And I need it right now, need baguetties on my wrist [Yung Bleu:] When she saw the diamonds, went in cardiac arrest (Ooh, ooh, ooh) Tried to slide on a nigga and I heard he got caught up with the rest (Grrah, ooh, ooh, ooh) She a bad bitch, gotta get the best Fuckin' on the cloud, got her pilotin' the jet (Skrrt) Balenciaga mama in the 'Vette (Skrrt) Tryna slide on a nigga and I heard she got caught up with the rest I can't show you how to cook You gotta know how to cook (You gotta know how to cook) I know how to make it look, I do this shit by the book (Shit by the book) She said she wanna a new ass and titties I told her, ""It's already booked"" (Booked) She wanna fuck in the dark Told her cut on the light 'cause I like how it look (Ooh) Got on dope boy Nikes when I fuck Got a black four-five and you know it's on tuck She a freak, she can suck, she can fuck With her teeth, she know how to make love Beat the pussy like Terminator, spread her like exterminator Hunnid racks stacked on the table, brrah, name in the papers [Karlae:] Hunnid racks, big bag, fat ass, I'ma pop my shit, you know I'ma pop my shit He say, ""Damn, baby, you done got some ass on you"" He love how I make it dance, put 'em in a trance like this Good frame on me, can't get close 'less you comin' with a check, spend your bag on this Need the Cartier shades with the Rollie iced out And I need it right now, need baguetties on my wrist [Yung Bleu:] When she saw the diamonds, went in cardiac arrest (Ooh, ooh, ooh) Tried to slide on a nigga and I heard he got caught up with the rest (Grrah, ooh, ooh, ooh) She a bad bitch, gotta get the best Fuckin' on the cloud, got her pilotin' the jet (Skrrt) Balenciaga mama in the 'Vette (Skrrt) Tryna slide on a nigga and I heard she got caught up with the rest [Karlae (Yung Bleu):] Touch me, tease me (Ooh, ooh, ooh) Touch me, tease me (Ooh, ooh, ooh, grrah) Skrrt, skrrt"
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",5,2023,5,22,182,8,54225632,3,88,1,0,52,110,G,Minor,76,96,72,32,0,9,4,
Perfect,Ed Sheeran,1,2017,1,1,16596,13,2559529074,7,0,"2,094",0,0,95,G#,Major,60,17,45,16,0,11,2,"I found a love for me Darling, just dive right in and follow my lead Well, I found a girl, beautiful and sweet Oh, I never knew you were the someone waiting for me 'Cause we were just kids when we fell in love Not knowing what it was I will not give you up this time But darling, just kiss me slow Your heart is all I own And in your eyes you're holding mine Baby, I'm dancing in the dark With you between my arms Barefoot on the grass Listening to our favourite song When you said you looked a mess I whispered underneath my breath But you heard it, Darling, you look perfect tonight Well, I found a woman, stronger than anyone I know She shares my dreams, I hope that someday I'll share her home I found a love to carry more than just my secrets To carry love, to carry children of our own We are still kids but we're so in love Fighting against all odds I know we'll be alright this time Darling, just hold my hand Be my girl, I'll be your man I see my future in your eyes Baby, I'm dancing in the dark With you between my arms Barefoot on the grass Listening to our favourite song When I saw you in that dress Looking so beautiful I don't deserve this Darling, you look perfect tonight No, no, no Baby, I'm dancing in the dark With you between my arms Barefoot on the grass Listening to our favourite song I have faith in what I see Now I know I have met an angel in person And she looks perfect I don't deserve this You look perfect tonight"
